cnpj;vl_fatu;vl_sldo;dt_abrt;ds_cnae;dt_refe
CNPJ_05022;3827396;-229313;2001-08-02;Administração pública;2025-02-28
CNPJ_05023;28682142;373968;2010-09-10;Saneamento básico;2025-02-28
CNPJ_05024;779406;-33104;2018-09-04;Transporte ferroviário de carga;2025-02-28
CNPJ_05025;2988554;415754;2019-01-19;Padaria e confeitaria;2025-02-28
CNPJ_05026;2992451;261064;2017-11-12;Cultivo de arroz;2025-02-28
CNPJ_05027;1451004;-100284;2015-07-14;Televisão aberta;2025-02-28
CNPJ_05028;480512;-22104;2017-09-16;Restaurantes e similares;2025-02-28
CNPJ_05029;207227;-7095;2020-12-07;Comércio atacadista de alimentos;2025-02-28
CNPJ_05030;14580642;552237;2001-06-07;Fabricação de papel;2025-02-28
CNPJ_05031;16359406;-950505;2012-10-16;Fabricação de caminhões e ônibus;2025-02-28
CNPJ_05032;562925;-65031;2019-12-29;Serviços de tecnologia da informação;2025-02-28
CNPJ_05033;123587473;-12192394;2005-08-24;Transporte rodoviário de carga;2025-02-28
CNPJ_05034;236365;-14500;2020-10-07;Obras de infraestrutura elétrica;2025-02-28
CNPJ_05035;758472;40933;2018-12-25;Armazenamento geral;2025-02-28
CNPJ_05036;1856648;39829;2022-07-17;Comércio atacadista de tecidos;2025-02-28
CNPJ_05037;164977;15684;2021-02-17;Cultivo de arroz;2025-02-28
CNPJ_05038;367714;-9854;2017-03-21;Construção de edifícios;2025-02-28
CNPJ_05039;283671;24102;2020-04-23;Seguros de vida;2025-02-28
CNPJ_05040;153337002;6950483;2011-04-05;Planos de saúde;2025-02-28
CNPJ_05041;1283576;27123;2017-04-08;Fabricação de móveis;2025-02-28
CNPJ_05042;2727335;77322;2017-11-22;Fabricação de automóveis;2025-02-28
CNPJ_05043;74403105;1358971;2015-10-10;Construção de rodovias;2025-02-28
CNPJ_05044;1406009;11735;2017-11-04;Cultivo de trigo;2025-02-28
CNPJ_05045;1952904;-119814;2021-12-16;Produção cinematográfica;2025-02-28
CNPJ_05046;1804891;155314;2017-05-21;Seguros de vida;2025-02-28
CNPJ_05047;1097467;66718;2015-05-07;Comércio atacadista de tecidos;2025-02-28
CNPJ_05048;24560193;-1807342;2000-04-25;Atividades de bancos múltiplos;2025-02-28
CNPJ_05049;140961;12107;2019-05-13;Atividades de bancos múltiplos;2025-02-28
CNPJ_05050;22033305;-1753493;2010-02-09;Comércio atacadista de calçados;2025-02-28
CNPJ_05051;228947;-30141;2023-01-02;Defesa nacional;2025-02-28
CNPJ_05052;20093036;377501;2001-11-19;Fabricação de produtos químicos;2025-02-28
CNPJ_05053;1028601;73858;2022-05-14;Construção de barragens;2025-02-28
CNPJ_05054;1040543;75351;2018-10-01;Comércio atacadista de alimentos;2025-02-28
CNPJ_05055;873511;-7946;2019-06-19;Geração de energia elétrica;2025-02-28
CNPJ_05056;173151;-18173;2021-10-28;Serviços de tecnologia da informação;2025-02-28
CNPJ_05057;242962;17557;2021-06-15;Fabricação de produtos químicos;2025-02-28
CNPJ_05058;104497;-9194;2020-02-28;Comércio atacadista de calçados;2025-02-28
CNPJ_05059;2085817;-57168;2015-07-11;Construção de edifícios;2025-02-28
CNPJ_05060;29695113;2496069;2010-03-26;Comércio atacadista de tecidos;2025-02-28
CNPJ_05061;1890349;-11262;2020-03-20;Fabricação de papel;2025-02-28
CNPJ_05062;753935;-46225;2014-02-09;Padaria e confeitaria;2025-02-28
CNPJ_05063;392946;-25220;2021-04-12;Fabricação de papel;2025-02-28
CNPJ_05064;207015;-849;2022-07-28;Transporte rodoviário de carga;2025-02-28
CNPJ_05065;13472709;1271215;2019-01-30;Comércio atacadista de tecidos;2025-02-28
CNPJ_05066;95780282;7716914;2000-12-19;Construção de barragens;2025-02-28
CNPJ_05067;460973;42995;2014-03-09;Comércio atacadista de alimentos;2025-02-28
CNPJ_05068;2374737;43160;2015-03-16;Restaurantes e similares;2025-02-28
CNPJ_05069;108062526;-14546035;2010-02-19;Televisão por assinatura;2025-02-28
CNPJ_05070;128478;15274;2019-09-24;Atividades hospitalares;2025-02-28
CNPJ_05071;1187534;43274;2014-10-02;Padaria e confeitaria;2025-02-28
CNPJ_05072;173117;-10801;2019-09-24;Produção de ferro-gusa;2025-02-28
CNPJ_05073;28776858;4228490;2016-08-08;Comércio atacadista de medicamentos;2025-02-28
CNPJ_05074;195118;14336;2023-10-09;Cultivo de soja;2025-02-28
CNPJ_05075;1437841;36310;2017-08-01;Educação superior;2025-02-28
CNPJ_05076;62558;-828;2022-10-04;Televisão por assinatura;2025-02-28
CNPJ_05077;34589304;1128980;2007-01-21;Cultivo de milho;2025-02-28
CNPJ_05078;2237644;-51606;2015-06-06;Defesa nacional;2025-02-28
CNPJ_05079;2468072;-224811;2021-04-01;Transporte rodoviário de carga;2025-02-28
CNPJ_05080;154946552;-10810695;2007-08-16;Televisão por assinatura;2025-02-28
CNPJ_05081;145731801;2956649;2013-03-05;Distribuição de energia elétrica;2025-02-28
CNPJ_05082;15761125;-1157305;2000-04-25;Educação superior;2025-02-28
CNPJ_05083;11864489;-841927;2020-11-11;Cultivo de trigo;2025-02-28
CNPJ_05084;94760232;5755542;2002-12-26;Telecomunicações sem fio;2025-02-28
CNPJ_05085;32775307;-2249110;2000-11-01;Administração pública;2025-02-28
CNPJ_05086;29164973;2903936;2015-07-05;Transporte rodoviário de carga;2025-02-28
CNPJ_05087;321903;-25463;2014-06-16;Cultivo de arroz;2025-02-28
CNPJ_05088;11363573;-784440;2003-11-04;Fabricação de produtos químicos;2025-02-28
CNPJ_05089;2953428;92096;2019-01-30;Transporte ferroviário de carga;2025-02-28
CNPJ_05090;122323;8545;2020-05-04;Produção cinematográfica;2025-02-28
CNPJ_05091;23790006;1738699;2006-08-24;Geração de energia elétrica;2025-02-28
CNPJ_05092;1597647;93842;2019-11-02;Extração de petróleo e gás natural;2025-02-28
CNPJ_05093;27851596;-2308331;2001-04-02;Defesa nacional;2025-02-28
CNPJ_05094;1090894;-54711;2015-11-12;Geração de energia elétrica;2025-02-28
CNPJ_05095;93569;-687;2021-06-11;Consultoria empresarial;2025-02-28
CNPJ_05096;137482;8703;2022-04-21;Armazenamento geral;2025-02-28
CNPJ_05097;1200454;36298;2020-11-19;Televisão aberta;2025-02-28
CNPJ_05098;186879;14399;2020-10-07;Comércio atacadista de bebidas;2025-02-28
CNPJ_05099;175805;-4871;2020-02-06;Telecomunicações sem fio;2025-02-28
CNPJ_05100;2883549;21020;2014-12-31;Extração de minério de ferro;2025-02-28
CNPJ_05101;180508;-8218;2021-10-19;Montagem industrial;2025-02-28
CNPJ_05102;505975;49706;2019-06-10;Geração de energia elétrica;2025-02-28
CNPJ_05103;1272575;23477;2018-11-27;Extração de petróleo e gás natural;2025-02-28
CNPJ_05104;167850;-15851;2021-03-27;Fabricação de caminhões e ônibus;2025-02-28
CNPJ_05105;175261671;14584937;2007-04-04;Planos de saúde;2025-02-28
CNPJ_05106;716025;-25512;2021-03-18;Engenharia civil;2025-02-28
CNPJ_05107;1786630;70879;2017-05-19;Cultivo de soja;2025-02-28
CNPJ_05108;176635;24534;2023-05-15;Fabricação de automóveis;2025-02-28
CNPJ_05109;2129770;-168759;2015-08-05;Montagem industrial;2025-02-28
CNPJ_05110;188702;-5751;2019-10-23;Comércio atacadista de calçados;2025-02-28
CNPJ_05111;171218961;13658265;1998-01-16;Produção de alumínio;2025-02-28
CNPJ_05112;124799;3488;2019-08-16;Produção de ferro-gusa;2025-02-28
CNPJ_05113;183502156;4790863;2005-06-19;Construção de edifícios;2025-02-28
CNPJ_05114;919853;-20171;2018-06-29;Atividades hospitalares;2025-02-28
CNPJ_05115;239996;33666;2021-03-15;Cultivo de trigo;2025-02-28
CNPJ_05116;28638447;1389708;1999-10-09;Extração de minério de ferro;2025-02-28
CNPJ_05117;80725392;-1964946;1998-04-17;Serviços de tecnologia da informação;2025-02-28
CNPJ_05118;246051;22651;2019-12-17;Administração pública;2025-02-28
CNPJ_05119;1401822;-80735;2019-06-09;Geração de energia elétrica;2025-02-28
CNPJ_05120;162026;-13515;2020-12-11;Planos de saúde;2025-02-28
CNPJ_05121;5922770;-468338;2010-03-23;Distribuição de energia elétrica;2025-02-28
CNPJ_05122;2338705;6903;2015-03-11;Armazenamento geral;2025-02-28
CNPJ_05123;1580011;-41117;2020-11-19;Cultivo de milho;2025-02-28
CNPJ_05124;62468;5930;2021-03-23;Comércio atacadista de medicamentos;2025-02-28
CNPJ_05125;276730;13458;2019-04-02;Hotéis e pousadas;2025-02-28
CNPJ_05126;12490036;-1550334;2013-05-19;Produção cinematográfica;2025-02-28
CNPJ_05127;60836370;3033999;2001-01-15;Cultivo de soja;2025-02-28
CNPJ_05128;2450430;-119451;2017-03-14;Distribuição de energia elétrica;2025-02-28
CNPJ_05129;12525583;16478;2015-10-18;Correios e entregas expressas;2025-02-28
CNPJ_05130;182052;-14088;2019-06-13;Extração de petróleo e gás natural;2025-02-28
CNPJ_05131;127931;12431;2019-04-12;Restaurantes e similares;2025-02-28
CNPJ_05132;142346;-8448;2022-06-22;Televisão aberta;2025-02-28
CNPJ_05133;192145668;-17023948;2000-10-01;Produção cinematográfica;2025-02-28
CNPJ_05134;11257122;-649516;2016-11-21;Comércio atacadista de tecidos;2025-02-28
CNPJ_05135;293436;-12083;2023-11-21;Restaurantes e similares;2025-02-28
CNPJ_05136;2044966;111996;2022-11-19;Fabricação de móveis;2025-02-28
CNPJ_05137;136696;-3107;2021-06-07;Administração pública;2025-02-28
CNPJ_05138;29362605;2367030;2021-08-20;Produção de ferro-gusa;2025-02-28
CNPJ_05139;63573;5361;2021-01-01;Televisão por assinatura;2025-02-28
CNPJ_05140;68841052;-1336085;2000-10-18;Armazenamento geral;2025-02-28
CNPJ_05141;103457927;4148713;2003-10-22;Produção de alumínio;2025-02-28
CNPJ_05142;582871;-65178;2019-08-28;Planos de saúde;2025-02-28
CNPJ_05143;1097247;55033;2015-03-12;Televisão aberta;2025-02-28
CNPJ_05144;84909;643;2022-05-21;Saneamento básico;2025-02-28
CNPJ_05145;77678;7629;2019-09-11;Fabricação de móveis;2025-02-28
CNPJ_05146;55036825;-1244915;1995-05-06;Produção de ferro-gusa;2025-02-28
CNPJ_05147;23716724;1374295;1999-06-11;Comércio varejista de alimentos;2025-02-28
CNPJ_05148;1322639;124051;2016-08-04;Televisão por assinatura;2025-02-28
CNPJ_05149;73175;-10320;2021-10-13;Comércio atacadista de bebidas;2025-02-28
CNPJ_05150;2127673;-87679;2021-06-25;Construção de edifícios;2025-02-28
CNPJ_05151;18185974;-112165;2021-02-01;Extração de minério de ferro;2025-02-28
CNPJ_05152;17395046;-15682;2019-12-14;Produção cinematográfica;2025-02-28
CNPJ_05153;1558749;136432;2019-01-29;Transporte ferroviário de carga;2025-02-28
CNPJ_05154;2368713;29553;2018-06-29;Atividades hospitalares;2025-02-28
CNPJ_05155;1250515;183411;2019-02-13;Extração de minério de ferro;2025-02-28
CNPJ_05156;243393;31234;2020-12-22;Armazenamento geral;2025-02-28
CNPJ_05157;2046778;160108;2017-08-20;Comércio atacadista de tecidos;2025-02-28
CNPJ_05158;82320;-7686;2021-05-31;Produção de ferro-gusa;2025-02-28
CNPJ_05159;463871;38258;2015-01-25;Comércio varejista de combustíveis;2025-02-28
CNPJ_05160;128200;7220;2023-01-17;Atividades hospitalares;2025-02-28
CNPJ_05161;12317474;46549;2011-08-04;Cultivo de soja;2025-02-28
CNPJ_05162;2029414;97413;2016-10-24;Extração de minério de ferro;2025-02-28
CNPJ_05163;1418860;-74713;2018-07-24;Armazenamento geral;2025-02-28
CNPJ_05164;1427389;62337;2017-12-09;Comércio atacadista de tecidos;2025-02-28
CNPJ_05165;215040;11132;2020-05-07;Distribuição de energia elétrica;2025-02-28
CNPJ_05166;50549734;-6362677;2014-08-24;Construção de rodovias;2025-02-28
CNPJ_05167;143464;-7323;2022-08-30;Fabricação de móveis;2025-02-28
CNPJ_05168;11070997;714734;2003-05-16;Produção de alumínio;2025-02-28
CNPJ_05169;417228;3180;2017-12-09;Produção de alumínio;2025-02-28
CNPJ_05170;131249;-4506;2021-11-06;Montagem industrial;2025-02-28
CNPJ_05171;200793;-18123;2020-10-02;Hotéis e pousadas;2025-02-28
CNPJ_05172;177061;-9488;2022-10-12;Comércio atacadista de bebidas;2025-02-28
CNPJ_05173;11139100;384190;2014-11-17;Transporte ferroviário de carga;2025-02-28
CNPJ_05174;125395;-9342;2020-02-20;Geração de energia elétrica;2025-02-28
CNPJ_05175;108975;-3216;2022-07-16;Planos de saúde;2025-02-28
CNPJ_05176;16455032;-1370387;2005-01-16;Consultoria empresarial;2025-02-28
CNPJ_05177;357431;27773;2014-09-17;Fabricação de móveis;2025-02-28
CNPJ_05178;1282008;70345;2017-02-09;Comércio varejista de combustíveis;2025-02-28
CNPJ_05179;1420150;127977;2019-06-24;Cultivo de arroz;2025-02-28
CNPJ_05180;1961682;82895;2017-07-24;Cultivo de milho;2025-02-28
CNPJ_05181;182634414;14421955;2015-02-27;Planos de saúde;2025-02-28
CNPJ_05182;2242861;221811;2021-12-10;Comércio varejista de combustíveis;2025-02-28
CNPJ_05183;465038;40325;2014-03-04;Planos de saúde;2025-02-28
CNPJ_05184;236638;558;2020-12-21;Cultivo de soja;2025-02-28
CNPJ_05185;191162036;-3367141;2009-09-27;Transporte rodoviário de carga;2025-02-28
CNPJ_05186;203689;19761;2021-03-11;Padaria e confeitaria;2025-02-28
CNPJ_05187;65785;6217;2023-07-30;Comércio atacadista de alimentos;2025-02-28
CNPJ_05188;82572;1411;2022-12-09;Consultoria empresarial;2025-02-28
CNPJ_05189;5910490;-277120;2006-01-01;Construção de rodovias;2025-02-28
CNPJ_05190;2677200;44989;2018-09-27;Extração de petróleo e gás natural;2025-02-28
CNPJ_05191;212754;1924;2020-06-11;Serviços de tecnologia da informação;2025-02-28
CNPJ_05192;59810525;-5792176;1996-06-20;Fabricação de papel;2025-02-28
CNPJ_05193;684535;62369;2017-09-05;Cultivo de trigo;2025-02-28
CNPJ_05194;64007;478;2022-06-14;Planos de saúde;2025-02-28
CNPJ_05195;989037;-64426;2014-06-03;Telecomunicações sem fio;2025-02-28
CNPJ_05196;7378226;-58598;2004-11-05;Saneamento básico;2025-02-28
CNPJ_05197;2853933;97929;2016-12-30;Transporte rodoviário de carga;2025-02-28
CNPJ_05198;147628;-1944;2023-10-20;Produção de alumínio;2025-02-28
CNPJ_05199;16190908;-757515;2016-12-03;Obras de infraestrutura elétrica;2025-02-28
CNPJ_05200;92014;7789;2021-06-20;Cultivo de soja;2025-02-28
CNPJ_05201;1080525;32705;2021-04-18;Geração de energia elétrica;2025-02-28
CNPJ_05202;14309146;180728;2012-01-30;Cultivo de trigo;2025-02-28
CNPJ_05203;191756;-17617;2022-04-19;Produção de ferro-gusa;2025-02-28
CNPJ_05204;267376;-25933;2022-08-13;Armazenamento geral;2025-02-28
CNPJ_05205;143618422;6727086;2012-09-30;Extração de petróleo e gás natural;2025-02-28
CNPJ_05206;67297671;1838137;1999-02-26;Geração de energia elétrica;2025-02-28
CNPJ_05207;57647;3907;2019-12-20;Extração de minério de ferro;2025-02-28
CNPJ_05208;138941459;16230378;2002-09-22;Defesa nacional;2025-02-28
CNPJ_05209;798893;23902;2014-04-07;Transporte rodoviário de carga;2025-02-28
CNPJ_05210;27760717;-3907131;2016-02-04;Construção de rodovias;2025-02-28
CNPJ_05211;93993;-11871;2022-02-04;Transporte rodoviário de carga;2025-02-28
CNPJ_05212;203302;14698;2021-07-01;Comércio atacadista de medicamentos;2025-02-28
CNPJ_05213;259016;22132;2023-01-11;Educação superior;2025-02-28
CNPJ_05214;282586;-10582;2023-10-06;Cultivo de trigo;2025-02-28
CNPJ_05215;73320;-867;2021-10-10;Comércio varejista de combustíveis;2025-02-28
CNPJ_05216;258851;-19907;2021-10-01;Consultoria empresarial;2025-02-28
CNPJ_05217;2780525;-202268;2018-07-26;Fabricação de móveis;2025-02-28
CNPJ_05218;1621958;83217;2019-08-01;Padaria e confeitaria;2025-02-28
CNPJ_05219;153858786;-8294174;2001-07-07;Comércio varejista de combustíveis;2025-02-28
CNPJ_05220;1914349;119864;2022-06-09;Comércio atacadista de tecidos;2025-02-28
CNPJ_05221;122831;-16352;2021-12-13;Construção de rodovias;2025-02-28
CNPJ_05222;1155884;90431;2018-07-26;Comércio atacadista de calçados;2025-02-28
CNPJ_05223;73483;-5218;2019-08-22;Serviços de tecnologia da informação;2025-02-28
CNPJ_05224;177341;-12588;2021-01-24;Obras de infraestrutura elétrica;2025-02-28
CNPJ_05225;261735;-20780;2022-02-02;Televisão por assinatura;2025-02-28
CNPJ_05226;1923312;197401;2017-01-29;Restaurantes e similares;2025-02-28
CNPJ_05227;11740764;660520;2021-07-05;Geração de energia elétrica;2025-02-28
CNPJ_05228;196950;18369;2022-08-20;Construção de barragens;2025-02-28
CNPJ_05229;14862692;331630;2014-06-22;Comércio varejista de combustíveis;2025-02-28
CNPJ_05230;1439551;34878;2016-08-16;Restaurantes e similares;2025-02-28
CNPJ_05231;59728;1486;2020-09-05;Correios e entregas expressas;2025-02-28
CNPJ_05232;1172099;173594;2014-07-06;Atividades hospitalares;2025-02-28
CNPJ_05233;190780;-6528;2022-10-15;Comércio atacadista de alimentos;2025-02-28
CNPJ_05234;726140;63421;2021-09-18;Hotéis e pousadas;2025-02-28
CNPJ_05235;2955033;-126764;2019-04-05;Montagem industrial;2025-02-28
CNPJ_05236;1875497;145651;2020-01-15;Produção de alumínio;2025-02-28
CNPJ_05237;106087;978;2022-11-21;Produção de ferro-gusa;2025-02-28
CNPJ_05238;266236;-22606;2021-12-14;Produção de ferro-gusa;2025-02-28
CNPJ_05239;2180373;134299;2015-05-23;Comércio atacadista de bebidas;2025-02-28
CNPJ_05240;5343920;739976;2013-01-23;Comércio varejista de combustíveis;2025-02-28
CNPJ_05241;172443677;-12803107;1995-09-12;Comércio atacadista de tecidos;2025-02-28
CNPJ_05242;2610293;-311081;2019-04-25;Atividades hospitalares;2025-02-28
CNPJ_05243;864961;-52130;2016-11-28;Extração de petróleo e gás natural;2025-02-28
CNPJ_05244;561959;-55;2016-12-12;Cultivo de milho;2025-02-28
CNPJ_05245;40569954;-4079258;2014-09-06;Extração de minério de ferro;2025-02-28
CNPJ_05246;2450129;-86545;2015-05-04;Cultivo de trigo;2025-02-28
CNPJ_05247;284756;-13381;2021-11-13;Atividades de bancos múltiplos;2025-02-28
CNPJ_05248;120166487;-15971989;1999-12-27;Cultivo de soja;2025-02-28
CNPJ_05249;2003588;-95788;2018-06-15;Produção cinematográfica;2025-02-28
CNPJ_05250;78839;2578;2021-03-29;Cultivo de arroz;2025-02-28
CNPJ_05251;96610031;6844251;2006-09-01;Construção de barragens;2025-02-28
CNPJ_05252;1055593;7996;2022-08-29;Fabricação de produtos químicos;2025-02-28
CNPJ_05253;832154;5523;2018-02-15;Montagem industrial;2025-02-28
CNPJ_05254;298881;3493;2021-04-01;Armazenamento geral;2025-02-28
CNPJ_05255;9491705;-775149;2015-10-15;Comércio varejista de alimentos;2025-02-28
CNPJ_05256;5364916;249485;2003-01-12;Cultivo de trigo;2025-02-28
CNPJ_05257;146626;6213;2019-03-12;Transporte ferroviário de carga;2025-02-28
CNPJ_05258;224370;-18649;2019-12-06;Armazenamento geral;2025-02-28
CNPJ_05259;181049;-3241;2021-02-09;Transporte ferroviário de carga;2025-02-28
CNPJ_05260;581479;-37447;2019-11-02;Comércio varejista de combustíveis;2025-02-28
CNPJ_05261;1659806;103242;2017-12-05;Fabricação de papel;2025-02-28
CNPJ_05262;100325;-7615;2019-04-23;Comércio atacadista de medicamentos;2025-02-28
CNPJ_05263;1296204;112497;2014-10-03;Atividades de bancos múltiplos;2025-02-28
CNPJ_05264;900642;55913;2017-11-03;Restaurantes e similares;2025-02-28
CNPJ_05265;83073;-6530;2022-12-08;Atividades hospitalares;2025-02-28
CNPJ_05266;205183;12044;2023-01-07;Transporte rodoviário de carga;2025-02-28
CNPJ_05267;1693966;1602;2020-12-09;Construção de rodovias;2025-02-28
CNPJ_05268;149205582;3549659;2004-07-25;Administração pública;2025-02-28
CNPJ_05269;283536;23245;2019-09-23;Comércio varejista de alimentos;2025-02-28
CNPJ_05270;189290;12926;2022-10-10;Padaria e confeitaria;2025-02-28
CNPJ_05271;26064138;2203208;2016-12-21;Consultoria empresarial;2025-02-28
CNPJ_05272;289322;17341;2021-04-19;Televisão por assinatura;2025-02-28
CNPJ_05273;454378;43082;2021-01-23;Comércio atacadista de medicamentos;2025-02-28
CNPJ_05274;237958;31592;2021-02-15;Produção de ferro-gusa;2025-02-28
CNPJ_05275;2663855;229764;2015-03-14;Restaurantes e similares;2025-02-28
CNPJ_05276;191248;-10722;2022-06-03;Administração pública;2025-02-28
CNPJ_05277;2292277;3246;2015-05-11;Telecomunicações sem fio;2025-02-28
CNPJ_05278;1981877;15473;2016-11-08;Consultoria empresarial;2025-02-28
CNPJ_05279;3783641;-265386;2013-05-20;Serviços de tecnologia da informação;2025-02-28
CNPJ_05280;25820619;2191798;2005-06-13;Construção de barragens;2025-02-28
CNPJ_05281;2308764;-53028;2014-02-24;Defesa nacional;2025-02-28
CNPJ_05282;1475645;57978;2022-07-12;Construção de rodovias;2025-02-28
CNPJ_05283;24194397;-608374;2009-08-19;Transporte rodoviário de carga;2025-02-28
CNPJ_05284;1265460;-15662;2019-09-08;Comércio atacadista de tecidos;2025-02-28
CNPJ_05285;15098959;782152;2020-10-28;Comércio atacadista de tecidos;2025-02-28
CNPJ_05286;143324;3484;2021-11-10;Transporte rodoviário de carga;2025-02-28
CNPJ_05287;22833980;-1390459;2004-12-05;Construção de edifícios;2025-02-28
CNPJ_05288;4288365;391759;2000-11-08;Seguros de vida;2025-02-28
CNPJ_05289;2659264;-23483;2016-04-03;Restaurantes e similares;2025-02-28
